#SMS-LM v1
#tokens=1324041729
U	và	18552471
U	của	16390386
U	các	16139240
U	có	11241577
U	trong	11004781
U	công	10126833
U	với	9732654
U	cho	9561522
U	là	8771303
U	được	8379423
U	đã	7970569
U	một	7154518
U	người	7149759
U	không	6700409
U	những	6555331
U	về	6186875
U	tại	6138807
U	để	5799519
U	đồng	5450548
U	bộ	5386468
U	chính	5122665
U	động	5099040
U	hiện	5009240
U	nước	4999122
U	việc	4981441
U	quốc	4975386
U	năm	4899245
U	định	4874350
U	nam	4737614
U	quan	4720900
U	đến	4708708
U	thành	4677911
U	nhà	4675923
U	từ	4624566
U	hội	4557724
U	trên	4530291
U	ở	4375703
U	như	4326806
U	ngày	4216288
U	đầu	4213565
U	theo	4192484
U	khi	4180069
U	trường	4144861
U	số	4132360
U	việt	4114221
U	sự	4077157
U	nhân	3991534
U	dân	3990216
U	ra	3942647
U	phát	3914622
U	thông	3891797
U	trung	3885987
U	cơ	3881779
U	nhiều	3858682
U	vào	3845736
U	thực	3838926
U	gia	3753337
U	thể	3751452
U	này	3733193
U	hàng	3719178
U	vụ	3617007
U	đó	3610709
U	hợp	3590925
U	chủ	3521447
U	làm	3520348
U	học	3465129
U	ông	3459961
U	bị	3443462
U	hành	3394609
U	chức	3324101
U	cũng	3316334
U	tế	3313110
U	lý	3310726
U	chỉ	3271702
U	sản	3206310
U	thời	3198469
U	văn	3194994
U	điều	3135028
U	an	3107615
U	nghiệp	3095069
U	đối	3083157
U	tư	3024152
U	tác	3004246
U	sẽ	3000144
U	kinh	2956595
U	cao	2929502
U	trình	2913647
U	triển	2890637
U	viên	2884392
U	thị	2866202
U	đại	2850507
U	tổ	2725316
U	phải	2677142
U	nội	2650100
U	giá	2649349
U	xã	2634760
U	bảo	2629739
U	tỉnh	2626784
U	sinh	2619789
U	lại	2585219
U	xuất	2585030
U	dụng	2584546
U	dự	2583448
U	qua	2525338
U	hình	2523973
U	pháp	2518515
U	lượng	2506898
U	nhất	2503753
U	báo	2499607
U	cấp	2498989
U	biết	2492021
U	án	2486520
U	doanh	2462783
U	đề	2435746
U	nguyễn	2387145
U	hà	2379320
U	hơn	2349870
U	sau	2346328
U	mới	2345821
U	kết	2332234
U	phòng	2318182
U	quy	2306533
U	lực	2306233
U	tiếp	2303417
U	liên	2291616
U	tin	2276248
U	đường	2273773
U	còn	2271146
U	tăng	2270691
U	phương	2266317
U	do	2263636
U	giải	2240380
U	trước	2239597
U	nhận	2236149
U	tổng	2222109
U	sở	2215413
U	trưởng	2178204
U	đang	2172053
U	cùng	2162535
U	thủ	2160824
U	giao	2159538
U	hóa	2149632
U	ảnh	2142571
U	khu	2134175
U	toàn	2121143
U	ban	2120322
U	cầu	2116417
U	địa	2111419
U	bình	2107622
U	tài	2100419
U	xây	2099610
U	thế	2073916
U	thống	2072399
U	dựng	2067564
U	đạo	2062764
U	quyết	2035378
U	năng	2024592
U	thanh	2023512
U	bản	2011160
U	nhưng	1996769
U	nghị	1966988
U	anh	1954796
U	tạo	1937590
U	điểm	1934116
U	tình	1930931
U	mà	1910866
U	tập	1908174
U	hoạt	1882650
U	cuộc	1880727
U	xe	1864513
U	tâm	1849903
U	phạm	1848676
U	vực	1825296
U	thu	1816680
U	tra	1804779
U	thì	1785419
U	minh	1780572
U	phần	1753703
U	luật	1752547
U	mỹ	1751266
U	ty	1734350
U	đi	1733329
U	đoàn	1733145
U	quả	1730326
U	cả	1728509
U	tp	1721435
U	giới	1720390
U	hệ	1720029
U	khai	1716016
U	thương	1710602
U	tiêu	1707316
U	trọng	1696958
U	sử	1671787
U	cách	1670783
U	trị	1665153
U	vị	1657158
U	tham	1650203
U	quyền	1649965
U	đất	1633266
